identifier,label,coupling,mean_first_order,mean_second_order,std_real_second_order,selected_scalar,increment_cv,radial_permutation_entropy,weak_record_in_released_residual_pair
audit-kuramoto-1-032,1,0.17822481718747885,0.29435653453629396,0.3842594113669166,0.2852220013276302,-1.3983277030973253,0.1971402938633236,0.7981075268397951,False
audit-kuramoto-1-033,1,0.3331305294496133,0.4720268531486288,0.4134120925162501,0.31413295556826315,-1.219123070243113,0.20968242478279675,0.7096111874731302,False
audit-kuramoto-1-034,1,0.3808285791215329,0.7353520066897685,0.4793636295323935,0.34853281044398216,-1.210197144089409,0.20179653114003115,0.6768549972791196,False
audit-kuramoto-1-035,1,0.0591317948018276,0.4205316878085529,0.493210244515159,0.3898810494602128,-1.0461589818213053,0.2469014708466135,0.7028534019855228,False
audit-kuramoto-1-036,1,0.090467956559112,0.45670940293297196,0.40288179656302914,0.3136792552355755,-1.2711866048880265,0.20181631169087155,0.7194913788257781,False
audit-kuramoto-1-037,1,0.3466318245008413,0.7769053287268328,0.3283627295378966,0.2340129286155147,-1.5083927008906413,0.16449008524570105,0.7434065003835205,False
audit-kuramoto-1-038,1,0.2124498222436794,0.4091787228096805,0.3642213135490943,0.2836815468195561,-1.395369899652294,0.18272975721101128,0.7375827081783907,False
audit-kuramoto-1-039,1,0.4276564507425148,0.9166591483488129,0.7150113746619745,0.501663847964144,-0.7288125580179023,0.27907866838118917,0.5784234815664204,False
audit-kuramoto-1-040,1,0.42157586594622004,0.9213360366901766,0.7058499420257365,0.5003380192497436,-0.7319527495448831,0.28666326946511445,0.5960121192445893,False
audit-kuramoto-1-041,1,0.35169023962418966,0.7730836013087072,0.6167668622751137,0.4444644645072102,-0.9810618161523887,0.2548149521728758,0.679664587346985,False
audit-kuramoto-1-042,1,0.19020159664205707,0.36587312122679827,0.47055082354231087,0.3607927884521681,-1.191538456108188,0.23009482152664287,0.7575048580312534,False
audit-kuramoto-1-043,1,0.22419498792859957,0.6248488593097504,0.3268872173892647,0.25209344193405064,-1.5335552931799001,0.14714153561595947,0.6819458455828541,False
audit-kuramoto-1-044,1,0.29579759401772215,0.7325360291003575,0.5398654818781956,0.39159950875585764,-1.0423712215541756,0.22955336667289192,0.6509981245737992,False
audit-kuramoto-1-045,1,0.06232811866915786,0.38757668835319947,0.39815015367876855,0.33235089092109843,-1.3095574450787406,0.21315288049284922,0.7896320721726395,False
audit-kuramoto-1-046,1,0.3350628426438709,0.8174279754155751,0.7823780534966867,0.5597003554928901,-0.48950154742826657,0.3892434136845714,0.6350517162348184,True
audit-kuramoto-1-047,1,0.05481903434442606,0.39932417056817976,0.47919813903330394,0.3763324896691307,-1.0821642285499864,0.22709292965907057,0.6701647293903048,False
